Autocorrelation_Pitch,Cepstrum_Pitch,F1,F2,Sexe
106.88760030408727,116.82959433980938,305.4717637698667,1830.997377393345,1
107.4952973298214,113.90879352179746,290.2628503607733,1852.7344099402321,1
112.86744718622084,110.24999695555621,283.82718390060944,1888.3748415042273,1
112.79888607203245,111.3398670222535,301.19560525084546,1832.3150209572223,1
111.76601846842769,111.81728162205512,291.88027264873205,1919.091962526827,1
109.52778405827326,113.5631976632844,287.85334685463994,1915.0371345014344,1
100.91389454328949,111.18709904718072,306.7440572868906,1877.3393133921684,1
108.30978164578144,110.53680609120214,275.049938884447,1824.2483133743356,1
106.39057630429701,114.65814369525413,292.59113760303575,1866.3635833575343,1
105.04780856152637,109.97614255305629,331.5881674545744,1798.2199178532608,1
102.91152219832006,110.90209887562753,288.8118104123827,1873.1688929572276,1
102.88972649579114,107.31891290998261,309.2729770477678,1901.859741243678,1
114.58319588418894,112.36330956946462,322.9546945382457,1828.3648865846662,1
112.63282461493931,116.21984123559236,314.77831067740937,1888.846985657443,1
104.56251409059033,112.10264597786691,284.96011849341033,1970.5063322806895,1
113.38635381659547,110.33849603279441,286.27287890371076,1852.3587673347947,1
120.48816045648951,109.43791881585989,300.4525220810611,1875.8925393923887,1
117.01617400344406,114.76489276065418,299.44700460762994,1861.209047023278,1
116.27382703742225,109.96650991376843,308.37808588151444,1853.1893990423598,1
108.23758891920657,121.86301138045825,303.2548356244197,1915.2250833882151,1
109.63906378289076,108.0077173436372,294.7740185556219,1919.360467710733,1
108.43046419028153,109.17668208297762,306.97522696496185,1809.6461975754164,1
113.00046637092515,107.6697303518734,312.996795958402,1901.8932010789779,1
105.60683591062077,112.25891371535022,304.56007695972943,1835.5203598219766,1
109.9675921799828,105.69762719328492,316.876819380388,1861.2295221254112,1
111.92990635267395,108.08430632025457,287.9385931433822,1919.635522362106,1
121.48674837538043,109.69656867121532,318.22531058916195,1914.2763211792897,1
112.43171003351132,110.05881502627348,297.80670820560545,1838.7331652689788,1
109.90786782679855,116.78885927597838,287.04714967154985,1821.5611283347828,1
112.17314606871845,116.19161992268698,314.73722456419245,1902.2989417357037,1
116.42335310896348,115.27050106916984,302.6280605328944,1821.1673777768303,1
105.63672005525898,110.0741397596145,300.01392978635386,1880.1094229616922,1
113.5919782994074,115.83129636705644,291.5719117568584,1889.6405880456518,1
115.01302435667166,116.79716283874782,323.5228055890298,1902.3707933916291,1
124.53765503257662,113.27917654384241,301.1692487668875,1918.356400012637,1
120.9004076823363,108.64379688274558,291.8387828378908,1912.0996018249896,1
115.3474276101786,108.05139272237241,318.7222859998511,1828.4414426181836,1
111.30974110019832,108.19300503557766,299.39817941648465,1942.6188774103518,1
113.5491090675072,112.22865650732513,316.54050591624406,1930.5927894926149,1
113.98256095470073,111.72042407399151,314.808640483516,1895.5900278844153,1
113.31504106083952,109.47920870397081,293.6932346001228,1918.5876849092608,1
108.33668420783656,107.74628969632097,305.9936426173094,1885.3992802811028,1
111.48963344971331,113.11220907317018,301.3918505601237,1952.6688114600363,1
114.851098824136,109.32863169716151,325.67462253863636,1808.2070649991647,1
112.135543273285,111.78765912879096,293.6813899540217,1958.9008875951433,1
113.80721152289162,106.3422905417851,298.4455762033616,1866.4587163117253,1
106.00678625239594,103.10958144966395,290.3703356997221,1839.1494406812342,1
109.79187066446235,109.9559570577302,302.8395114977961,1882.5186634664271,1
114.34794392575411,106.56214402087328,323.18896987504627,1830.0156364717434,1
118.60177266750328,114.81789491716323,298.9775341576017,1867.3053913887134,1
107.82928374758261,111.93194616337463,279.2615299537577,1843.8052132779287,1
120.01922360495908,110.58028095339645,308.9798024825184,1835.9402141129494,1
131.62431254145122,112.76866514619255,315.0504462552967,1829.175263557667,1
112.96700547538003,115.67022925336092,302.08687418947176,1954.3612790348723,1
115.64735689453853,113.651948107379,301.68018225833447,1825.256389236413,1
122.99831645143422,113.3767422953963,306.17681141914454,1897.8271039321346,1
111.27073237773078,108.11459238050836,316.7263760045871,1845.8957014179825,1
108.17414221665372,105.46919581456419,295.24175981936713,1975.2433033056745,1
110.22043549511191,110.2092859793156,313.1484020770023,1915.824417045381,1
105.51120798865668,114.64360051208448,296.49583726882247,1791.5201827796814,1
120.5769210780087,114.98718347358465,325.0299555450375,1920.4855716738095,1
111.23564515907616,114.20589330411397,310.0216196519493,1843.3201719385295,1
108.92370316888216,112.6751439770103,304.8865355455507,1881.2089899312325,1
111.35920080669095,110.16695392492683,296.40925236114583,1894.1915840332622,1
115.45234645666545,109.58789399141752,317.2775446512682,1858.9924774191131,1
104.35778058816594,108.91266237347733,296.3178485761725,1903.6368361104435,1
117.60990831604549,106.03333188963926,300.4757508013985,1921.87510542047,1
114.70233437053177,113.51629487407747,277.7359613005994,1838.0863582230177,1
109.65972394137857,111.30808172002351,335.229829906742,1912.625100030484,1
123.75777554790098,113.61636720085603,302.9672870392722,1920.6618882354726,1
107.04888624749039,110.70735272719747,292.86121044034843,1864.3192332872102,1
106.08515669082104,120.32025721738853,284.7933382057569,1795.5682931652582,1
131.67251660292374,105.97427362562715,308.2404521655193,1884.9834176444094,1
109.41790990152074,114.11620636416148,308.23085282590665,1850.02484173233,1
109.6074510004927,118.84383855984888,299.7340704255936,1755.1236404672998,1
118.61377810458372,108.99639431601844,322.77385721323384,1908.1066695154107,1
109.54782118605348,111.6669606704053,293.26606876274127,1868.489693767758,1
110.78567076950706,105.85063236062093,296.4182667699119,1925.9399795584234,1
103.42571739359333,112.68985626902979,305.1233447539057,1853.4974589403141,1
106.70899849800823,107.83082747008372,309.96946150719265,1895.0066643185826,1
119.4112023472478,113.07675850576248,298.8371260082038,1882.095258538186,1
108.62076243362185,108.53898181514792,296.24456248602337,1946.1354908265896,1
116.8386228471164,112.78598742860446,295.87656372644426,1947.2414145510634,1
123.26558713597512,108.13822560637465,303.61183083441045,1862.1897769111736,1
114.33482492903552,117.02756518995842,311.53662037650935,1851.8897222417509,1
115.03614961517677,114.37510786987264,309.9936559212305,1882.9910154783774,1
104.5175720802672,108.16157331227474,289.7256910197784,1879.0242002298676,1
105.35061264642104,111.44547636986339,294.2725075881041,1824.2083122435154,1
109.98090030597513,111.24925176617141,323.02383554826594,1993.3852916946057,1
110.37225212089913,112.18545272167765,306.7868948377279,1992.1601834647138,1
109.51589977427706,110.27068668502535,295.31273593108983,1886.6049951508396,1
107.07806990386837,117.33436306787809,304.6631131784623,1949.655783227352,1
114.86185686164266,111.48097813828066,327.8166490726478,1935.383329766604,1
109.03280778763633,112.75500366061797,298.26035441726515,1860.5603701336004,1
121.76914529343536,111.21017652838427,314.02671535167605,1847.8880839765482,1
115.59884190140247,116.68666670088544,299.11829491324465,1876.9228389888915,1
107.33284832754043,106.44945414175548,294.0542980961625,1911.752134786359,1
112.27773333967167,119.66369138967056,293.9115619983441,1826.6381453841263,1
110.30264170180588,109.00006302482632,304.5976784579294,1845.14598393803,1
101.49442820997987,107.06624627321479,274.864184847248,1942.8850033264118,1
108.83786832656243,110.2597686653296,310.0928771118746,1908.056875246128,1
101.56153173633089,108.73712480285556,311.68000147411857,1874.9948710639012,1
125.78758202797873,106.69354790282196,322.7339130476031,1908.1990504348453,1
112.80134318117359,115.99486119518193,307.3031123360657,1811.7367788664117,1
117.22283753184533,113.3342252703708,311.08880707667157,1859.4268467219924,1
107.61382128444863,108.91815241210486,312.788416625234,1840.4938444844515,1
112.5199484126713,109.74374867681445,285.2232008180814,1810.5900124044733,1
121.78500266645264,113.3353798905148,308.45134833184153,1830.1784563020215,1
130.95084787533787,109.69601060949056,312.8043758662889,1858.2450959592363,1
107.31280437459925,113.43910783676277,290.40387326886616,1847.9200155826904,1
109.96320523733736,111.8382981141645,296.204753444454,1848.8705644175598,1
118.6941868094267,115.25748581277811,307.1867346590775,1817.5621260115886,1
108.44687492225893,112.9592527278133,294.38519808016105,1899.4139191950592,1
106.37302690967877,110.21239531245621,320.0992751759737,1894.3049101958436,1
120.75155817615763,117.3625435451758,306.0226798867764,1874.4536097511623,1
120.73238402318117,117.301204881859,318.59771430622817,1823.1666775690564,1
122.31291452935241,111.91425020196604,312.6154043090138,1866.9567965827914,1
108.15713780106438,114.11564106054402,290.0937293944108,1872.2109829376202,1
108.11781859907215,112.97454699849239,300.9165918720043,1870.4059412661084,1
112.48578275863503,108.28919306791381,319.23359620502794,1962.4138093436063,1
117.35878942800366,112.00727426994206,300.5485306994501,1826.9560902063915,1
110.47232698636194,114.42226050853793,300.89077499499115,1876.087404824568,1
107.58213054859861,114.57752218680076,306.84647961521546,1841.1094921396254,1
118.16771565918886,113.29638490701154,298.7098705230742,1776.8155772857654,1
115.60976659649856,108.97889624080278,312.2142299592248,1822.2862033621727,1
119.2442366503653,111.62010665695468,318.7689403514299,1844.4259208423987,1
121.73765371917392,108.07945861882537,302.1819570738232,1954.8246096963933,1
109.81911880874121,119.33313002235366,322.66006515331344,1881.288667761248,1
115.87054602922298,111.76137786562433,310.4854929682953,1858.2072634954122,1
108.77915741204292,112.55731971517108,293.7502303413292,1859.6476543265123,1
122.83353363527672,113.15623966340198,327.3699511683437,1914.636156452068,1
105.53579641539002,112.71783247258357,298.59753649701963,1880.1122168416923,1
114.26325068310582,110.89974000809018,284.82645249265016,1820.8692562958684,1
109.54633195807807,117.04590180012381,292.39395439700843,1893.2324928282885,1
114.64848467067546,112.15786203170634,297.1975017123574,1849.518945911428,1
120.16235932199035,114.11934151976656,295.49667488177016,1881.7432237186003,1
109.02519028946544,105.85190710702071,301.29260363136063,1889.4173605487554,1
107.3777971479155,110.72671787203157,310.5259823172021,1846.9832971819812,1
106.47375908738378,111.39671262451546,303.46660277658714,1825.9103290557005,1
114.31177033166095,114.08689442238996,296.33208258710505,1908.5924972552498,1
107.46092187595055,111.21603807660394,293.43307469639313,1818.570957406071,1
110.23551636006628,116.16614937521743,288.64020588142205,1834.2545188383208,1
118.84159993209308,110.10904720273726,307.579612615841,1801.9214324772488,1
112.79825055856112,110.97197965342463,297.9552839717698,1953.4624534212203,1
109.9531268159149,111.33776234679088,300.07471462767523,1839.7331902660467,1
105.41827230462214,109.09497503590873,294.39438629775634,1824.7263381122077,1
113.68281935757263,110.94822072277344,282.76066768653726,1868.7197873508007,1
124.72876352644496,109.07650417085839,297.933759015629,1806.4044482746021,1
114.33185943831995,114.03311662678519,306.69622342594306,1786.645432306468,1
110.20428175321129,117.28931786570034,300.66435852089654,1838.6969819054086,1
118.1191701225814,111.27315392755611,305.5814917774481,1885.680303559505,1
112.70257536877101,109.1140651159823,291.53362303103734,1807.9937562222594,1
102.98518859423338,116.09143281361833,303.1809409190374,1879.5164340571584,1
115.85048559020194,114.84305551497367,329.2093814880984,1854.6624371374728,1
101.78218037536298,114.67905623575241,303.3475077116055,1863.3047522904615,1
116.18152242718034,115.55905969192943,306.061039458653,1853.6503519190346,1
104.81947296178168,113.15714367148092,299.9520877234843,1800.1315005428194,1
115.79460658372622,116.19079693436552,278.7435369882855,1888.497315453407,1
102.19715314857413,113.69161243092636,303.0252269152255,1881.981544358075,1
104.45176473590874,110.01404319948949,317.6203787257824,1886.986147842792,1
115.43681327892686,110.15246695307229,309.2647546109284,1891.077248773013,1
105.72177001372951,116.43168910912489,300.11172803074174,1789.3038942127894,1
110.92814644217347,109.38318325524051,284.0574107758598,1881.3964205310444,1
113.33692607290234,111.04576379782397,304.873975529588,1931.4850777629767,1
111.06478781153032,114.44900629836418,316.53432170232253,1920.7620481388915,1
117.42597809976048,110.51136701605456,309.18664343563705,1906.159506656698,1
114.48553090197075,109.69284237646553,324.9012505802128,1910.4309875320373,1
100.94375807172709,111.39213856879243,298.52205146568787,1815.6083251188247,1
131.47814346991538,107.95281636280994,310.98424939537944,1911.661723241415,1
106.06500329870977,115.46239092285252,285.3390252978903,1798.9301257296145,1
116.14633600200263,117.20991651725522,302.1700367694741,1908.156366296126,1
111.22130745956864,111.03997954019884,308.1548925322779,1806.4904638239973,1
116.7772091552911,113.18898042821385,296.3388844343052,1842.3701029586596,1
114.71127086942774,115.25984379622473,297.8826783096585,1790.789369093576,1
114.24451982379121,112.68042628602396,297.25280167685156,1870.5232969899475,1
114.80483558158019,118.5564728439661,297.55930952208524,1907.04926856834,1
106.23928667301755,110.30492113665552,310.423633861672,1923.3789947253683,1
108.32065993021972,114.6968411021871,302.1174730522336,1800.1551550197075,1
118.40909106277229,115.82877882141172,313.2903964581608,1841.203642942995,1
109.04816044966002,112.45443923942217,279.7292932291942,1869.9673133282417,1
111.58635269453418,110.67958135964714,292.7820480833322,1795.2623894785465,1
115.07867175286025,113.14127432399883,292.5395455022479,1921.3683645158058,1
124.48093553849728,114.65080082440483,285.6875954850078,1917.3011034588508,1
101.26825781852251,110.70034299330986,311.4950697989637,1781.0924823488624,1
107.34395266745197,110.74809373797186,287.4818113318442,1894.3762257983208,1
110.80740492454737,117.91466860387023,298.86020556679676,1819.4160581388262,1
110.74030953163532,113.74034029346753,302.8279011967432,1860.085707539567,1
106.38951784516918,114.25173007847336,307.00452545857974,1778.772456975454,1
103.51003992349786,114.50979458823795,277.7182090102676,1883.2022448632983,1
115.36314203789735,112.24786420593489,330.5431595016319,1873.9897749590652,1
108.53040009300514,119.74366745173484,287.5297499664125,1862.0854212346303,1
104.6870955511429,112.25303529063564,301.4738413893874,1825.4451936908188,1
113.5585690881526,116.18579175523922,316.04604261276637,1938.5705588435542,1
124.6229564814018,112.38192113181971,316.4402906222838,1865.7826816406118,1
126.85237986483611,112.10196979544634,304.56378369033797,1839.9518448790284,1
109.88142144488367,106.75064746492943,294.3422700033781,1872.9352888547592,1
112.12159141050728,113.2035955024217,305.0250982036042,1864.1854832191077,1
110.81729398571977,112.33178636753287,286.4621950544529,1807.4890181485391,1
113.46476216771339,113.10670291830758,293.00181441742507,1835.1247277612001,1
109.31258141917864,111.08833750350975,286.4836074907377,1870.3070614063527,1
117.14884618361215,113.57693408953116,309.75278031432055,1861.585314308361,1
106.0911994188287,112.77889641426165,309.629859975163,1867.5233213609226,1
102.46947273064264,104.87779971594054,306.7008630207976,1901.9863316848084,1
114.96594736822594,113.67938382733888,310.6233671691197,1815.6486457618855,1
124.96185779211739,113.00251928452249,321.5637746755991,1889.992193545255,1
113.14785634719698,108.91215527947354,320.7152059197279,1808.9216539779154,1
111.12059707053193,109.84211246534686,293.30596715636875,1824.3600066794454,1
110.99415221257664,116.40071551019629,300.40986723236676,1978.0244177049992,1
101.66853874292227,114.42467576959365,289.4785414587801,1731.3444106258949,1
105.65912833168723,105.59904270133515,294.7942331380048,1866.934886984005,1
113.42974017537783,115.50738255334848,309.6937532917664,1882.205906400207,1
101.59520230731626,106.24186929417574,300.43412963057733,1858.2875471254972,1
110.7207719180729,107.47219472877987,303.26347244833465,1881.191800404967,1
110.00016392521435,108.23399986900002,309.2946901267554,1866.4824210904294,1
115.87159873125725,111.48196423444982,303.5903596648411,1844.1920303654915,1
109.87974244667951,108.77900693922085,310.22506754809905,1970.9310995953465,1
112.43661593057708,109.29116897239868,296.42910549933725,1780.0953766361747,1
113.47062102150326,111.32143748441658,306.949353048201,1853.37019658698,1
108.72043521099016,110.20226602974404,304.70230919363655,1883.4085202376175,1
110.81276302394502,114.73805912461621,321.70820265661956,1868.910799369164,1
106.52865808762203,109.10308345264295,288.87537052065096,1854.036069378964,1
106.63160452381662,113.70748163019695,293.08350854460434,1848.6836487623416,1
110.39263593329342,109.76282749046655,283.91946371821643,1879.520237748408,1
112.29308160257291,117.99610043813561,308.0622194193691,1907.4900263883853,1
115.30694149095635,114.63948262825926,313.9477395716639,1848.0509616477768,1
113.6341242692073,119.33680606309315,306.07845160714555,1752.8361979319436,1
105.84834960830116,110.14409988281446,300.7542992334962,1876.917612811595,1
103.64554898503246,113.49354335890068,317.70828214052887,1849.8544869362852,1
104.04819383554856,112.01107558888526,292.6842450121235,1835.5568507785704,1
120.11958103389371,114.10064352994651,308.7723734628335,1870.73632420426,1
126.08193735634578,114.88684590369112,322.46102843985034,1805.6196836323782,1
108.88950030900365,109.19526135029203,305.63374122435465,1790.63809231508,1
99.92064640521235,113.95444993879136,303.5258547445745,1969.7086455369254,1
106.80153807501182,114.9372583634316,282.6808639831163,1885.425045684313,1
106.65497987356528,114.31639216065969,297.57961600464097,1855.0691371328282,1
112.49793197701412,114.40453405744947,296.5381776797558,1791.712787731003,1
107.26567211432616,117.48557920582849,305.71360205449713,1832.8746199421244,1
109.57079438291196,109.7006171891025,318.82172396989347,1858.1668645891612,1
108.60215375292914,113.77251599114638,307.275401137262,1767.32087324266,1
110.78859316676525,118.95148140864131,302.17645322465086,1823.5973469139915,1
104.21160709791631,118.89324844807015,288.328234007852,1830.5521365492784,1
116.65846586639002,110.2126883330236,325.4212223578349,1928.1190956667328,1
115.82944747646388,113.74540861955276,328.6680020453628,1835.8963141427273,1
109.67599707183938,117.59790674265417,300.27137421806566,1912.9614300442893,1
116.81124134386513,111.63701549691672,296.82134201370974,1837.160979138191,1
118.65299292713597,113.15014761707722,295.79387033420454,1887.2574439361304,1
111.2299143228828,112.67815699158231,282.514301320875,1847.3476906974452,1
107.99508161282851,115.8821621626234,280.821405895923,1884.990247533737,1
112.65288686440846,114.35955678101999,304.30588969965976,1847.8400787434546,1
111.57076363863693,111.72108351410617,312.0508233286101,1829.2435541702944,1
107.96326557526895,108.92597631444127,290.1348747481044,1842.3307761617637,1
113.8638301429147,107.38611833500883,296.2072891912074,1876.7781047201738,1
107.1979035670627,116.05318139127031,336.72864148303734,1898.8434286271154,1
116.4682744955943,117.2783382642942,308.2895505814278,1906.5388688602188,1
115.40238962857373,113.77418068781391,298.1273242521089,1879.6421529786978,1
113.24516360580184,115.30279744653976,297.00765222535864,1837.4578827355353,1
120.95970571837756,109.16734862985547,303.29710261018755,1964.1024366009199,1
118.5591345242868,118.43561216940368,298.2418655426451,1872.2728491377236,1
110.84119396790955,112.10608395426054,295.9644540940547,1899.118508925941,1
114.98082864573048,111.01798278275051,296.38451457272384,1804.8184988707942,1
110.27754892238382,114.0951051383148,305.2921792084963,1810.9900953980446,1
110.34985532489142,114.73838333031783,298.50792313081934,1805.496188513863,1
105.08222742821394,112.13198966374841,292.0605423902641,1817.8712184243411,1
108.54891430905236,109.04746020670333,308.6160496690842,1881.6861335414033,1
105.98310162229623,115.8267841991686,307.91551145587147,1912.8736777253332,1
111.50331471715288,108.33989371207153,274.78184680766077,1813.715732065094,1
100.33860816628749,114.47271281539406,322.40648530068427,1879.0588993758618,1
106.49844466754004,120.01942503073367,304.1493288767602,1819.2349115330796,1
116.70252556169274,108.17718436972523,298.29232179757963,1834.5876176014433,1
111.3882838323525,111.06520146416239,293.85822857068723,1796.3652967350229,1
109.77439721947141,111.74691226238868,312.7586946968087,1877.092768460307,1
108.96517173993941,107.4380662713073,295.7442406354957,1845.0038572173196,1
116.98350989411978,112.60611720037525,314.8090225664775,1919.7706656920764,1
111.96916689137197,115.17095935326599,289.6730556163237,1890.4907778580841,1
118.68969614282832,111.8751750192693,310.0493335976547,1919.184059991243,1
106.25279475254322,112.01073595472577,285.2757645394132,1867.6985730772435,1
121.15912196846506,104.00703343187261,284.9159728459638,1837.372600591009,1
111.8322000681804,116.81637712823755,297.14493935057027,1827.8803487826808,1
123.93978726964255,105.78346563324679,289.9964634697539,1897.9946003508437,1
119.62101758409754,107.21301187843322,322.1762951313408,1889.1161250686491,1
112.97336460063367,106.09004360891329,318.33667143879796,1908.8948070838198,1
111.12795353710565,119.99373640610635,318.50284756142867,1830.1121014177966,1
109.62374164544087,113.49734075417302,322.697241468113,1846.6450613239901,1
108.28296610170072,110.00473898353242,318.31039744178764,1869.6520951055556,1
108.73650933885257,111.8968471216849,308.69563561446614,1865.5485069609945,1
113.51463960310159,110.17523001221318,284.08374550024064,1867.8489830863207,1
114.2471423669297,111.18307990938928,296.55708820462564,1861.1430695920974,1
107.17758290207061,117.11797447486363,314.08503729588085,1836.083598793968,1
107.88825071291876,106.05851858950165,306.1112042012765,1947.541876997421,1
109.00129364269273,116.28572361733886,297.04204141979443,1890.9173426775164,1
106.50746284980875,116.28207991737753,313.6900974491923,1861.2214270947588,1
102.31778212354726,109.69730523822393,296.9290327771987,1930.1773786386325,1
110.55959043886496,113.69239199200612,306.11780866530205,1778.305532659266,1
112.23166006114334,114.58945652450186,284.45950319496905,1891.34256635813,1
107.2539429798573,116.42645604185941,281.6431231817926,1917.0288323311659,1
108.95992293054627,112.11132866619688,300.21529823597535,1828.404858545572,1
113.76372159635157,112.36227875429267,269.2434610112659,1824.9536567429889,1
122.36369910272538,109.06978142598426,305.3316772227228,1898.1859599633742,1
121.41195349921223,113.58540460638916,296.63416998248346,1826.3885127261083,1
106.07493633468252,110.21253134113311,292.91463349616674,1898.826862625545,1
113.22154442663201,116.3974969663884,292.2857841340879,1977.887323490082,1
114.93173749080557,111.44657972600628,303.4466343654958,1913.9077017124253,1
111.49348449470325,115.32717956363639,320.55792732741276,1887.2601071918752,1
116.31942494149423,115.99462177639248,307.14480626585345,1948.7624895293093,1
122.76327368277963,120.41947222961878,301.10500897650905,1907.6363818788902,1
117.4808789547057,116.49171504845886,316.2509976104073,1888.882372008924,1
109.60197319104256,115.46356307442348,299.3663013510258,1962.9798012228187,1
121.46012482236583,116.51668661053533,331.25648535944663,1839.418089312497,1
114.7312470382169,116.26550490099474,288.02127994564876,1940.3006061462302,1
116.45944265253613,110.60420200402444,312.31194360400536,1904.930398998853,1
110.24881108246346,111.56212781475105,302.99188342146016,1923.3233260355764,1
116.82125021074059,113.39052643797785,295.2897054234388,1837.0031687131734,1
107.2667891921543,112.75318771577085,301.6115518790448,1873.155311868096,1
112.07693410475376,116.29267739780556,317.3133458068492,1911.9319919552024,1
102.11967897117867,111.53608062480903,310.3560040461326,1875.6377385818712,1
109.00585256934617,116.48916531525381,289.654803217337,1944.943094557798,1
122.40593787608394,112.65539518565618,318.7222604732766,1882.1558303539498,1
106.6463301951596,107.42543943754335,290.02314108401555,1902.253455052478,1
113.16360932796675,109.52797314776275,293.01251117349034,1847.4839185155415,1
107.2116738118124,114.82954546711039,308.20783729210643,1750.5019285595233,1
107.96879333456468,114.22512059891814,290.41857079568524,1872.0533050701943,1
113.8921401294773,114.2861991789962,275.40646724543126,1829.6869993408793,1
105.09690551556487,108.97967835589293,300.90822957907216,1839.3336936337023,1
115.00090937419563,115.96190255376418,308.15020045877367,1888.5741262343602,1
111.56466078230154,109.82842917838786,319.27598855330143,1852.8349321213138,1
108.27374409639212,112.2002187610404,294.2394576512536,1878.1090798513796,1
111.35553399471203,110.61560560059792,306.4988076683506,1863.3711579412907,1
110.11015350864582,110.41069836862182,300.294413948534,1818.994796185995,1
110.91998708706092,105.9284906916477,313.1632694397967,1895.123860154879,1
121.83440431259626,113.7015076154275,294.75907804159317,1850.7326518079567,1
115.97483001322546,117.48064991588494,323.98217542690975,1896.0023415389514,1
104.87525035173256,115.27317996930714,293.9831115381984,1840.876191111497,1
111.8325247345014,116.63640972935056,302.6084184175883,1850.553278526476,1
110.5204858323797,110.7961345695571,316.3880565573107,1895.6434221340794,1
110.38137356401148,124.98338044234,307.3856826648379,1932.2305662777144,1
111.33756050323602,115.75774707538253,284.38849079966656,1874.0592445874343,1
108.97713744334574,112.31660705577775,322.32207142703226,1899.7818210618814,1
112.96519267331614,110.67219633673602,286.6726024166764,1830.4851110998898,1
105.94964894383408,114.26199644069142,278.83178907178444,1877.960506926418,1
112.00011444353349,110.54256515183751,299.68365378651885,1878.1029960612045,1
112.17521621244312,109.89712112820685,318.5976772724707,1916.9482305475485,1
113.06725742394241,111.61373897110869,321.2972863855575,1855.2933479717367,1
121.80086203137002,112.64180488918494,327.7273381652525,1774.5535038560151,1
113.89038634214064,114.6217759027589,291.1905433277372,1937.4860451769907,1
108.22364364269275,118.23496445704232,281.7354812794497,1859.5667777692572,1
115.80567247336768,115.7492000691563,313.9780116664594,1841.2195383446244,1
109.11453597798973,112.3063013532269,300.82324862183816,1846.4576651579875,1
124.91233206587451,119.22128084184736,313.17939409507744,1933.4055914486346,1
108.9473954941699,111.99628683802929,303.4788542312175,1878.8807623495566,1
117.53785593648573,113.30165224342167,287.6458344855642,1855.9235664812577,1
116.9911000513856,106.64987015533605,309.9106818620084,1898.810355131212,1
112.74550806100481,114.69513424298573,308.34016828414894,1797.4244305682412,1
117.32129218615249,117.1751711042169,315.4185710039257,1833.7870696758844,1
104.6839227334795,114.85247303306134,320.7055133041823,1866.2507452972338,1
109.4857563791826,110.72956346673699,290.9034556672946,1909.9363542808737,1
113.30766042313219,104.74619495825442,303.460945720645,1917.3718158042052,1
106.9491903532417,116.37768214418969,286.70531529350507,1840.274020677638,1
110.46808621884685,113.65177060124941,298.48875736270696,1832.5628655280211,1
115.42275230956055,114.67069714544827,294.7559779005058,1848.5307851046468,1
109.36531335258002,116.3722566232374,290.6508485478689,1928.244670440782,1
112.21687618170671,115.79447918146667,301.49333004172456,1857.2874888672618,1
116.70261946970551,111.61271905303755,294.71177589213306,1924.691684641673,1
105.18624051600568,110.7645234169632,288.18567136923974,1828.2782639899694,1
108.99176625716541,111.66606868350556,308.4764224099074,1818.9511292749207,1
